accounting_period,column,line,item,amount
2003-10-31,ASSET,7,Securities in euro of euro area residents,9366930047
2003-10-31,ASSET,8,General government debt in euro,9929258080
2003-10-31,ASSET,9,Intra-Eurosystem claims,1853863469
2003-10-31,ASSET,11,Other assets,1599292348
2003-10-31,LIABILITY,1,Banknotes in circulation,9305969918
2003-10-31,LIABILITY,2,Liabilities in euro to euro area credit institutions related to monetary policy operations,2112760370
2003-10-31,LIABILITY,3,Other liabilities in euro to euro area credit institutions,16386500
2003-10-31,LIABILITY,4,Liabilities in euro to other euro area residents,1177520759
2003-10-31,LIABILITY,5,Liabilities in euro to non-euro-area residents,535582449
2003-10-31,LIABILITY,6,Liabilities in foreign currency to euro area residents,248592562
2003-10-31,LIABILITY,7,Liabilities in foreign currency to non-euro-area residents,573591180
2003-10-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,126850184
2003-10-31,LIABILITY,9,Intra-Eurosystem liabilities,17880979504
2003-10-31,LIABILITY,11,Other liabilities,1186904919
2003-10-31,LIABILITY,12,Provisions,202027327
2003-10-31,LIABILITY,13,Revaluation accounts,431997960
2003-10-31,LIABILITY,14,Capital and reserves,1354957357
2003-11-30,ASSET,1,Gold and gold receivables,1464010160
2003-11-30,ASSET,2,Claims in foreign currency on non-euro-area residents,3879867343
2003-11-30,ASSET,3,Claims in foreign currency on euro area residents,2340713484
2003-11-30,ASSET,4,Claims in euro on non-euro-area residents,400760510
2003-11-30,ASSET,5,Lending in euro to euro area credit institutions related to monetary policy operations,5040000000
2003-11-30,ASSET,6,Other claims in euro on euro area credit institutions,81300033
2003-11-30,ASSET,7,Securities in euro of euro area residents,8896275467
2003-11-30,ASSET,8,General government debt in euro,9908284678
2003-11-30,ASSET,9,Intra-Eurosystem claims,1902286689
2003-11-30,ASSET,11,Other assets,1619236290
2003-11-30,LIABILITY,1,Banknotes in circulation,9467429761
2003-11-30,LIABILITY,2,Liabilities in euro to euro area credit institutions related to monetary policy operations,2137692048
2003-11-30,LIABILITY,3,Other liabilities in euro to euro area credit institutions,16386500
2003-11-30,LIABILITY,4,Liabilities in euro to other euro area residents,1140110027
2003-11-30,LIABILITY,5,Liabilities in euro to non-euro-area residents,532554911
2003-11-30,LIABILITY,6,Liabilities in foreign currency to euro area residents,221885061
2003-11-30,LIABILITY,7,Liabilities in foreign currency to non-euro-area residents,573591180
2003-11-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,126850184
2003-11-30,LIABILITY,9,Intra-Eurosystem liabilities,18175188599
2003-11-30,LIABILITY,11,Other liabilities,1152863828
2003-11-30,LIABILITY,12,Provisions,201852546
2003-11-30,LIABILITY,13,Revaluation accounts,431372652
2003-11-30,LIABILITY,14,Capital and reserves,1354957357
2003-12-31,ASSET,1,Gold and gold receivables,1466081069
2003-12-31,ASSET,2,Claims in foreign currency on non-euro-area residents,3441044109
2003-12-31,ASSET,3,Claims in foreign currency on euro area residents,2441720904
2003-12-31,ASSET,4,Claims in euro on non-euro-area residents,520803599
2003-12-31,ASSET,5,Lending in euro to euro area credit institutions related to monetary policy operations,4342500000
2003-12-31,ASSET,6,Other claims in euro on euro area credit institutions,98885665
2003-12-31,ASSET,7,Securities in euro of euro area residents,8009313099
2003-12-31,ASSET,8,General government debt in euro,9848680442
2003-12-31,ASSET,9,Intra-Eurosystem claims,1425018195
2003-12-31,ASSET,10,Items in course of settlement,5461849
2003-12-31,ASSET,11,Other assets,1210501177
2003-12-31,LIABILITY,1,Banknotes in circulation,10079150900
2003-12-31,LIABILITY,2,Liabilities in euro to euro area credit institutions related to monetary policy operations,2403901409
2003-12-31,LIABILITY,3,Other liabilities in euro to euro area credit institutions,198000
2003-12-31,LIABILITY,4,Liabilities in euro to other euro area residents,367598758
2003-12-31,LIABILITY,5,Liabilities in euro to non-euro-area residents,604726683
2003-12-31,LIABILITY,6,Liabilities in foreign currency to euro area residents,207530978
2003-12-31,LIABILITY,7,Liabilities in foreign currency to non-euro-area residents,551060434
2003-12-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,121971446
2003-12-31,LIABILITY,9,Intra-Eurosystem liabilities,16069321621
2003-12-31,LIABILITY,10,Items in course of settlement,30810822
2003-12-31,LIABILITY,11,Other liabilities,1126362505
2003-12-31,LIABILITY,12,Provisions,181436025
2003-12-31,LIABILITY,13,Revaluation accounts,374327194
2003-12-31,LIABILITY,14,Capital and reserves,691613333
2004-01-31,ASSET,1,Gold and gold receivables,1466080958
2004-01-31,ASSET,2,Claims in foreign currency on non-euro-area residents,2872637372
2004-01-31,ASSET,3,Claims in foreign currency on euro area residents,2125532211
2004-01-31,ASSET,4,Claims in euro on non-euro-area residents,1000488267
2004-01-31,ASSET,5,Lending in euro to euro area credit institutions related to monetary policy operations,4005389300
2004-01-31,ASSET,6,Other claims in euro on euro area credit institutions,402807906
2004-01-31,ASSET,7,Securities in euro of euro area residents,9013212329
2004-01-31,ASSET,8,General government debt in euro,9833563536
2004-01-31,ASSET,9,Intra-Eurosystem claims,1995692669
2004-01-31,ASSET,11,Other assets,1230746883
2004-01-31,LIABILITY,1,Banknotes in circulation,10378131281
2004-01-31,LIABILITY,2,Liabilities in euro to euro area credit institutions related to monetary policy operations,2764734977
2004-01-31,LIABILITY,3,Other liabilities in euro to euro area credit institutions,198000
2004-01-31,LIABILITY,4,Liabilities in euro to other euro area residents,438565635
2004-01-31,LIABILITY,5,Liabilities in euro to non-euro-area residents,594571223
2004-01-31,LIABILITY,6,Liabilities in foreign currency to euro area residents,157303920
2004-01-31,LIABILITY,7,Liabilities in foreign currency to non-euro-area residents,551060434
2004-01-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,121971446
2004-01-31,LIABILITY,9,Intra-Eurosystem liabilities,16472708117
2004-01-31,LIABILITY,11,Other liabilities,1217923248
2004-01-31,LIABILITY,12,Provisions,181440454
2004-01-31,LIABILITY,13,Revaluation accounts,375929363
2004-01-31,LIABILITY,14,Capital and reserves,691613333
2004-02-29,ASSET,1,Gold and gold receivables,1465937395
2004-02-29,ASSET,2,Claims in foreign currency on non-euro-area residents,2575230686
2004-02-29,ASSET,3,Claims in foreign currency on euro area residents,2079567085
2004-02-29,ASSET,4,Claims in euro on non-euro-area residents,800595073
2004-02-29,ASSET,5,Lending in euro to euro area credit institutions related to monetary policy operations,2443104200
2004-02-29,ASSET,6,Other claims in euro on euro area credit institutions,502918036
2004-02-29,ASSET,7,Securities in euro of euro area residents,9608307715
2004-02-29,ASSET,8,General government debt in euro,9813825949
2004-02-29,ASSET,9,Intra-Eurosystem claims,1883415799
2004-02-29,ASSET,11,Other assets,1281573173
2004-02-29,LIABILITY,1,Banknotes in circulation,10460532282
2004-02-29,LIABILITY,2,Liabilities in euro to euro area credit institutions related to monetary policy operations,2245095241
2004-02-29,LIABILITY,3,Other liabilities in euro to euro area credit institutions,198000
2004-02-29,LIABILITY,4,Liabilities in euro to other euro area residents,406286847
2004-02-29,LIABILITY,5,Liabilities in euro to non-euro-area residents,589386754
2004-02-29,LIABILITY,6,Liabilities in foreign currency to euro area residents,157775163
2004-02-29,LIABILITY,7,Liabilities in foreign currency to non-euro-area residents,551060434
2004-02-29,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,121971446
2004-02-29,LIABILITY,9,Intra-Eurosystem liabilities,15467468646
2004-02-29,LIABILITY,11,Other liabilities,1199503376
2004-02-29,LIABILITY,12,Provisions,181456050
2004-02-29,LIABILITY,13,Revaluation accounts,381906328
2004-02-29,LIABILITY,14,Capital and reserves,691834544
2004-03-31,ASSET,1,Gold and gold receivables,1535952900
2004-03-31,ASSET,2,Claims in foreign currency on non-euro-area residents,2466747650
2004-03-31,ASSET,3,Claims in foreign currency on euro area residents,2142062266
2004-03-31,ASSET,4,Claims in euro on non-euro-area residents,818704781
2004-03-31,ASSET,5,Lending in euro to euro area credit institutions related to monetary policy operations,1243632735
2004-03-31,ASSET,6,Other claims in euro on euro area credit institutions,439218843
2004-03-31,ASSET,7,Securities in euro of euro area residents,9932012216
2004-03-31,ASSET,8,General government debt in euro,9826160685
2004-03-31,ASSET,9,Intra-Eurosystem claims,1589200166
2004-03-31,ASSET,11,Other assets,1277427300
2004-03-31,LIABILITY,1,Banknotes in circulation,10621139321
2004-03-31,LIABILITY,2,Liabilities in euro to euro area credit institutions related to monetary policy operations,2158591672
2004-03-31,LIABILITY,3,Other liabilities in euro to euro area credit institutions,0
2004-03-31,LIABILITY,4,Liabilities in euro to other euro area residents,416076007
2004-03-31,LIABILITY,5,Liabilities in euro to non-euro-area residents,637432849
2004-03-31,LIABILITY,6,Liabilities in foreign currency to euro area residents,153691780
2004-03-31,LIABILITY,7,Liabilities in foreign currency to non-euro-area residents,585560401
2004-03-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,125410590
2004-03-31,LIABILITY,9,Intra-Eurosystem liabilities,13892218649
2004-03-31,LIABILITY,11,Other liabilities,1186870232
2004-03-31,LIABILITY,12,Provisions,181457914
2004-03-31,LIABILITY,13,Revaluation accounts,620835016
2004-03-31,LIABILITY,14,Capital and reserves,691835111
2004-04-30,ASSET,1,Gold and gold receivables,1536320059
2004-04-30,ASSET,2,Claims in foreign currency on non-euro-area residents,2314222565
2004-04-30,ASSET,3,Claims in foreign currency on euro area residents,2178051445
2004-04-30,ASSET,4,Claims in euro on non-euro-area residents,626311247
2004-04-30,ASSET,5,Lending in euro to euro area credit institutions related to monetary policy operations,1353224686
2004-04-30,ASSET,6,Other claims in euro on euro area credit institutions,324275768
2004-04-30,ASSET,7,Securities in euro of euro area residents,10489833706
2004-04-30,ASSET,8,General government debt in euro,9780087821
2004-04-30,ASSET,9,Intra-Eurosystem claims,1485064697
2004-04-30,ASSET,11,Other assets,1339876659
2004-04-30,LIABILITY,1,Banknotes in circulation,10872437400
2004-04-30,LIABILITY,2,Liabilities in euro to euro area credit institutions related to monetary policy operations,1955500233
2004-04-30,LIABILITY,3,Other liabilities in euro to euro area credit institutions,0
2004-04-30,LIABILITY,4,Liabilities in euro to other euro area residents,822790309
2004-04-30,LIABILITY,5,Liabilities in euro to non-euro-area residents,634475031
2004-04-30,LIABILITY,6,Liabilities in foreign currency to euro area residents,162294883
2004-04-30,LIABILITY,7,Liabilities in foreign currency to non-euro-area residents,585560401
2004-04-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,125410591
2004-04-30,LIABILITY,9,Intra-Eurosystem liabilities,13714094653
2004-04-30,LIABILITY,11,Other liabilities,1068320882
2004-04-30,LIABILITY,12,Provisions,181462774
2004-04-30,LIABILITY,13,Revaluation accounts,613086385
2004-04-30,LIABILITY,14,Capital and reserves,691835111
2004-05-31,ASSET,1,Gold and gold receivables,1536710953
2004-05-31,ASSET,2,Claims in foreign currency on non-euro-area residents,2213809805
2004-05-31,ASSET,3,Claims in foreign currency on euro area residents,2172520157
2004-05-31,ASSET,4,Claims in euro on non-euro-area residents,621056451
2004-05-31,ASSET,5,Lending in euro to euro area credit institutions related to monetary policy operations,2341281092
2004-05-31,ASSET,6,Other claims in euro on euro area credit institutions,282568090
2004-05-31,ASSET,7,Securities in euro of euro area residents,11022443483
2004-05-31,ASSET,8,General government debt in euro,9794773968
2004-05-31,ASSET,9,Intra-Eurosystem claims,1449244341
2004-05-31,ASSET,11,Other assets,1336020774
2004-05-31,LIABILITY,1,Banknotes in circulation,10846597525
2004-05-31,LIABILITY,2,Liabilities in euro to euro area credit institutions related to monetary policy operations,2538467396
2004-05-31,LIABILITY,3,Other liabilities in euro to euro area credit institutions,0
2004-05-31,LIABILITY,4,Liabilities in euro to other euro area residents,726081182
2004-05-31,LIABILITY,5,Liabilities in euro to non-euro-area residents,647571731
2004-05-31,LIABILITY,6,Liabilities in foreign currency to euro area residents,160473828
2004-05-31,LIABILITY,7,Liabilities in foreign currency to non-euro-area residents,585560401
2004-05-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,125410591
2004-05-31,LIABILITY,9,Intra-Eurosystem liabilities,14598637570
2004-05-31,LIABILITY,11,Other liabilities,1054631951
2004-05-31,LIABILITY,12,Provisions,181468280
2004-05-31,LIABILITY,13,Revaluation accounts,613693548
2004-05-31,LIABILITY,14,Capital and reserves,691835111
2004-06-30,ASSET,1,Gold and gold receivables,1439396427
2004-06-30,ASSET,2,Claims in foreign currency on non-euro-area residents,2203964919
2004-06-30,ASSET,3,Claims in foreign currency on euro area residents,2127072804
2004-06-30,ASSET,4,Claims in euro on non-euro-area residents,486754047
2004-06-30,ASSET,5,Lending in euro to euro area credit institutions related to monetary policy operations,3888474792
2004-06-30,ASSET,6,Other claims in euro on euro area credit institutions,332328226
2004-06-30,ASSET,7,Securities in euro of euro area residents,11574151249
2004-06-30,ASSET,8,General government debt in euro,9354363360
2004-06-30,ASSET,9,Intra-Eurosystem claims,1453916944
2004-06-30,ASSET,11,Other assets,1141717450
